StateCode,Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
      110,      00,   198805,   2.07,  61.21,  -3.01,  -3.01,  -2.66,  -3.01,     91,    146,  -1.88,  -1.59,  -1.69,  -1.44,  -1.59,   -1.3,   -.33,  47.48,  74.95
      110,      00,   198806,   1.61,  70.88,  -4.27,  -4.27,  -4.72,  -4.27,    215,     33,  -2.67,  -2.79,  -2.48,  -2.63,  -1.98,  -1.74,   -.72,   56.7,  85.03
      110,      00,   198807,    2.7,  74.79,  -4.78,  -4.78,  -2.86,  -4.78,    356,      4,   -.28,     -2,  -2.23,  -2.21,  -1.53,  -1.73,   -.75,  61.38,  88.18
      110,      00,   198808,   2.57,  73.67,  -4.99,  -4.99,  -2.11,  -4.99,    343,      7,   -.11,   -.34,   -1.8,  -1.95,  -1.82,  -1.83,   -.82,  60.46,  86.86
      110,      00,   198809,   2.81,   64.6,  -4.24,  -4.24,    .71,  -3.92,    150,     76,    .74,    .45,    .24,   -1.6,  -2.05,  -1.64,  -1.06,   51.6,  77.61
      110,      00,   198810,   1.43,  53.96,  -4.47,  -4.47,     -2,  -4.47,     46,    347,  -1.35,   -.57,   -.57,  -1.85,  -2.04,  -1.59,  -1.49,  40.89,  67.01
      110,      00,   198811,   3.17,  43.29,  -3.67,  -3.67,   1.01,  -3.23,     20,    513,   1.54,    .21,    .44,   -.72,  -1.26,  -1.32,  -1.41,  32.52,  54.05
      110,      00,   198812,   1.69,  33.46,  -4.01,  -4.01,  -2.14,  -4.01,      6,    828,  -1.23,    .33,   -.45,   -.26,  -1.34,  -1.77,  -1.51,  22.41,  44.51
      110,      00,   198901,   2.05,  34.09,  -4.25,  -4.25,  -1.97,  -4.25,     15,    785,    -.4,  -1.13,    .06,   -.33,  -1.37,  -1.65,  -1.47,  23.04,  45.14
      110,      00,   198902,   2.01,  29.17,  -3.82,  -3.82,   -.03,  -3.78,      7,    822,   -.21,   -.49,  -1.21,   -.36,  -1.09,  -1.48,  -1.56,  18.81,  39.54
      110,      00,   198903,   2.91,  42.67,  -3.15,  -3.15,    .84,  -2.72,     20,    595,    .87,     .5,    .13,   -.29,   -.17,  -1.16,  -1.43,   30.9,  54.46
      110,      00,   198904,   1.79,  52.88,  -3.69,  -3.69,  -2.59,  -3.69,     37,    343,  -1.78,   -.38,   -.42,   -.21,    -.5,  -1.44,  -1.35,  39.81,  65.93
      110,      00,   198905,   3.26,  60.46,    .28,  -3.03,    .83,  -2.65,     93,    172,    .71,   -.51,    .06,   -.73,   -.27,   -.91,  -1.32,  47.73,  73.17
      110,      00,   198906,    3.8,  68.13,   1.21,  -1.76,   2.88,    -.2,    207,     35,   2.13,   1.64,    .47,    .35,   -.04,    .02,  -1.09,  55.65,   80.6
      110,      00,   198907,   2.86,  74.23,   1.62,  -1.04,   1.62,   1.08,    314,      7,    .17,   1.46,   1.41,    .52,    .39,    .07,   -1.1,  61.43,  87.03
      110,      00,   198908,   2.73,  71.31,   1.92,   1.92,   1.41,   1.92,    264,     17,    .32,    .26,   1.38,     .7,   -.06,    .15,  -1.11,     59,  83.61
      110,      00,   198909,   2.68,  64.08,   2.07,   2.07,   1.04,   2.07,    138,     77,    .44,     .5,    .49,    .59,     .5,     .1,  -1.01,  51.19,  76.95
      110,      00,   198910,   1.89,  54.34,   -.17,   1.69,    -.5,   1.39,     48,    264,   -.52,   -.16,   -.04,    .86,    .38,    .33,   -.84,  41.16,  67.51
      110,      00,   198911,   1.73,  42.93,   -.65,   1.02,  -1.49,   -.02,     17,    542,   -.83,   -.93,   -.56,     .2,    .13,   -.33,  -1.06,  31.03,  54.82
      110,      00,   198912,   1.34,  27.73,  -1.54,  -1.54,  -2.86,  -1.54,      2,   1057,  -1.86,  -1.81,  -1.64,   -.97,   -.55,   -.49,   -1.5,  16.57,  38.89
      110,      00,   199001,   2.79,   36.5,  -1.69,  -1.69,   -.95,  -1.69,     15,    727,    .95,   -.63,   -.94,   -.67,    .09,   -.15,  -1.17,  25.83,  47.16
      110,      00,   199002,   2.68,   36.7,    .58,   -.94,   1.75,    .01,     15,    650,   1.25,   1.52,    .08,   -.39,    .18,    .13,   -.83,  25.23,  48.15
      110,      00,   199003,   2.71,  44.74,    .39,   -.97,   -.39,    -.2,     21,    532,    .48,   1.11,   1.45,   -.37,   -.14,    .05,   -.63,  33.37,  56.12
      110,      00,   199004,   2.49,  52.52,    .21,  -1.02,   -.44,   -.41,     30,    325,   -.04,    .32,    .87,   -.12,   -.16,    .41,   -.59,  40.01,  64.99
      110,      00,   199005,   3.83,  58.86,   1.25,   1.25,   3.19,   1.25,     91,    193,   1.72,   1.16,   1.08,    .79,    .26,    .65,   -.15,  46.83,   70.9
      110,      00,   199006,    2.5,  70.23,    -.5,    .62,   -1.5,   -.37,    233,     33,     -1,    .61,    .43,   1.25,   -.12,    .04,    .09,  57.22,  83.25
      110,      00,   199007,   2.94,  73.26,   -.25,    .75,    .59,    .08,    315,      7,    .39,   -.49,    .62,    .92,    .11,    .06,    .14,  60.76,  85.75
      110,      00,   199008,   2.65,  72.28,   -.14,    .76,    .26,    .19,    289,     12,    .11,    .26,   -.41,    .51,    .41,    .03,    .17,  59.63,   84.9
      110,      00,   199009,   2.04,  67.35,    -.8,    -.8,  -2.02,    -.8,    171,     59,   -.99,   -.68,   -.36,    .07,    .85,   -.25,   -.07,  54.34,  80.37
      110,      00,   199010,   2.76,  53.98,    .57,    .57,   1.72,    .57,     55,    250,    .93,    .12,    .12,    .48,    .79,    .16,    .33,  40.71,  67.23
      110,      00,   199011,   2.09,  44.92,    .25,    .25,    -.8,   -.39,     18,    467,   -.22,    .49,   -.03,   -.28,    .33,    .31,    .01,  32.97,  56.89
      110,      00,   199012,   2.69,  30.83,    .49,    .49,    .78,    .49,     10,    796,    .58,    .24,    .65,    .26,     .4,    .98,    .37,   19.8,  41.86
      110,      00,   199101,   2.37,  29.48,    .78,    .78,   1.02,    .78,     11,    913,    .22,    .52,    .28,    .24,    .49,    .72,    .45,  19.72,  39.25
      110,      00,   199102,   1.64,  39.81,     .1,     .1,  -1.78,   -.59,     10,    628,   -1.1,   -.57,   -.05,   -.07,   -.27,    .24,    .34,     28,   51.6
      110,      00,   199103,   3.33,  43.32,    .74,    .74,   1.94,    .74,     21,    568,   1.62,    .57,    .56,     .8,    .47,    .53,    .43,  31.93,  54.73
      110,      00,   199104,   3.35,  52.54,   1.34,   1.34,   2.04,   1.34,     45,    297,   1.73,   1.97,   1.28,   1.01,    .86,    .97,    .83,  40.66,   64.4
      110,      00,   199105,   3.72,  61.97,   1.76,   1.76,   1.68,   1.76,    147,    113,   1.53,   1.99,   2.23,   1.64,   1.21,     .9,    .94,   50.4,  73.54
      110,      00,   199106,   2.84,  69.08,   1.53,   1.53,   -.15,   1.38,    230,     36,   -.28,    .93,   1.58,   1.45,   1.39,   1.06,     .7,  56.84,   81.3
      110,      00,   199107,    2.7,  73.89,   1.48,   1.48,    .31,    1.4,    333,      7,   -.28,   -.35,    .61,   1.26,   1.04,    .92,    .66,  61.14,  86.63
      110,      00,   199108,    2.6,  72.99,    1.3,    1.3,   -.09,    1.1,    300,      9,   -.03,   -.28,   -.34,   1.78,   1.22,    .91,    .63,  60.26,  85.71
      110,      00,   199109,   2.53,   64.9,   1.21,   1.21,    .15,   1.02,    151,     72,    .09,    .05,   -.09,   1.08,   1.14,   1.16,    .58,  52.25,  77.56
      110,      00,   199110,    2.1,  54.75,   1.02,   1.02,   -.21,    .64,     62,    244,   -.16,   -.09,   -.12,    .31,    .92,    .85,    .67,   41.4,  68.09
      110,      00,   199111,   2.49,  39.43,   1.19,   1.19,    .85,   1.17,      9,    590,    .45,     .2,    .18,    -.1,   1.29,   1.05,     .9,  29.39,  49.46
      110,      00,   199112,   2.77,  35.74,    1.4,    1.4,    .99,    1.4,     10,    749,    .73,    .77,    .49,    .28,    .99,   1.12,   1.31,   26.1,  45.37
      110,      00,   199201,   2.08,  33.62,   1.43,   1.43,    .51,   1.43,      6,    844,   -.34,    .27,    .46,    .22,    .47,    .91,   1.05,  23.72,  43.52
      110,      00,   199202,   2.32,   39.7,   1.33,   1.33,    .16,   1.33,     10,    634,    .48,    .03,    .49,     .4,    .14,   1.27,    .96,  29.34,  50.07
      110,      00,   199203,   2.51,  44.71,   -.33,    .86,     -1,     .2,     16,    596,    .08,    .38,    .06,     .4,    .24,    .85,    .88,  33.04,  56.35
      110,      00,   199204,   2.06,  52.54,   -.86,   -.86,  -1.69,   -.86,     29,    344,  -1.07,   -.58,    -.2,    .23,    .08,     .3,    .77,  40.08,  64.96
      110,      00,   199205,   2.29,  61.16,  -1.45,  -1.45,  -2.03,  -1.45,     80,    158,  -1.34,  -1.66,  -1.15,   -.49,   -.26,   -.35,    .34,  48.04,  74.28
      110,      00,   199206,   3.39,  67.44,    .56,   -.74,   1.68,    .26,    171,     49,   1.02,   -.28,   -.69,   -.51,   -.09,   -.13,    .59,  55.08,  79.77
      110,      00,   199207,   3.65,  71.22,   1.63,   1.63,   3.39,   1.63,    288,     17,   2.44,   2.18,    .69,    .22,     .4,    .27,    .79,   59.4,  83.03
      110,      00,   199208,    2.9,  69.84,   2.38,   2.38,   2.74,   2.38,    231,     27,    .76,   2.32,   2.27,    .26,    .44,    .42,    .87,  57.34,  82.35
      110,      00,   199209,   2.33,  64.67,   2.14,   2.14,    .02,   2.08,    152,     78,   -.35,    .21,   1.29,     .2,    .15,    .33,    .97,   51.8,  77.52
      110,      00,   199210,   1.67,  54.54,   1.56,   1.56,  -1.08,    .97,     49,    301,   -.91,   -.86,   -.47,    .12,   -.08,    .16,    .67,  41.45,   67.6
      110,      00,   199211,   3.27,  40.06,   2.51,   2.51,   3.34,   2.51,     14,    571,    1.7,    .59,    .32,   1.39,    .36,    .51,   1.02,  30.92,  49.19
      110,      00,   199212,   2.79,  31.75,    3.3,    3.3,   3.13,    3.3,      8,    825,    .76,   1.62,    .81,   1.27,    .59,    .53,   1.07,   22.6,  40.87
      110,      00,   199301,    3.2,  30.47,   4.34,   4.34,   4.14,   4.34,     13,    853,   1.61,   1.62,    2.1,   1.27,   1.34,   1.02,    1.2,  21.33,  39.61
      110,      00,   199302,   2.18,  31.14,   4.18,   4.18,    .86,   4.18,      6,    816,    .18,   1.41,   1.56,   1.16,   1.98,    .97,   1.34,  20.95,  41.31
      110,      00,   199303,   2.85,  41.79,   4.04,   4.04,     .9,   4.04,     12,    653,    .76,    .65,    1.5,   1.48,   1.78,   1.12,    1.2,  31.01,  52.57
      110,      00,   199304,   2.92,  49.91,    4.2,    4.2,   1.73,    4.2,     19,    374,    .88,   1.01,    .94,   1.95,   1.48,   1.54,   1.08,  37.98,  61.84
      110,      00,   199305,   2.94,  60.89,   3.74,   3.74,   -.09,   3.65,     92,    138,    .08,     .6,    .79,    1.5,    1.3,   1.86,    .88,  48.38,  73.38
      110,      00,   199306,   3.61,  67.21,   4.21,   4.21,   2.58,   4.21,    205,     43,   1.59,    .91,   1.11,   1.81,   1.76,   2.02,   1.11,  55.13,  79.27
      110,      00,   199307,    3.3,  72.16,    4.8,    4.8,   3.06,    4.8,    342,     15,   1.42,   1.93,   1.32,   1.44,   2.46,   1.84,   1.32,  60.28,  84.02
      110,      00,   199308,   2.77,  71.89,   4.98,   4.98,   2.01,   4.98,    312,     12,    .43,   1.23,   1.84,   1.63,    2.1,   1.77,   1.36,  59.54,  84.22
      110,      00,   199309,   2.58,   63.3,   4.83,   4.83,    1.1,   4.83,    148,     92,    .21,    .41,    .99,   1.39,   2.03,   1.93,   1.42,  50.27,  76.32
      110,      00,   199310,   2.19,  52.97,   4.59,   4.59,    .76,   4.59,     47,    304,   -.01,    .08,    .22,    .99,   1.27,   2.13,   1.49,  40.59,  65.34
      110,      00,   199311,   2.12,  39.22,   4.43,   4.43,    .96,   4.43,     12,    587,   -.17,   -.12,   -.03,    .86,   1.05,    1.6,   1.36,  28.13,  50.29
      110,      00,   199312,   1.96,   34.2,   4.11,   4.11,    .39,   4.11,      4,    822,   -.74,   -.57,   -.47,     .1,    .61,   1.21,   1.11,  24.37,  44.02
      110,      00,   199401,   2.24,  29.34,   4.05,   4.05,   1.11,   4.05,      7,   1008,   -.03,   -.54,   -.49,   -.24,    .41,    .68,   1.08,   18.9,  39.78
      110,      00,   199402,   2.15,  31.87,   3.89,   3.89,    .77,   3.89,     10,    798,    .11,    .02,   -.46,   -.31,    .42,    .67,   1.04,   20.7,  43.07
      110,      00,   199403,   2.36,  44.51,   3.02,   3.02,   -1.4,   2.42,     19,    584,   -.24,   -.09,   -.13,   -.46,    .01,    .44,    .98,   32.2,  56.82
      110,      00,   199404,   2.82,  52.66,   2.87,   2.87,    .46,   2.39,     39,    299,    .68,    .29,    .31,   -.18,   -.07,    .44,   1.16,  39.74,  65.61
      110,      00,   199405,   2.43,  60.67,   2.09,   2.09,  -1.44,   1.02,     80,    181,  -1.01,   -.22,    -.3,   -.55,   -.42,    .19,   1.21,  47.86,  73.49
      110,      00,   199406,    2.9,  70.95,   1.63,   1.63,   -.73,    .29,    260,     24,   -.15,   -.74,   -.26,   -.33,   -.52,   -.14,   1.11,  57.97,  83.93
      110,      00,   199407,   3.09,  73.62,   1.54,   1.54,    .23,     .3,    325,      7,    .82,    .34,   -.31,   -.11,   -.38,   -.24,    .97,  60.75,  86.47
      110,      00,   199408,   2.54,  72.21,   1.23,   1.23,   -.45,   -.13,    264,     19,   -.19,    .33,    .16,   -.22,    -.4,   -.34,    .87,   59.2,  85.23
      110,      00,   199409,   2.14,  65.55,    .68,    .68,  -1.27,  -1.02,    139,     68,   -.77,    -.7,   -.17,   -.32,   -.37,   -.53,    .82,  52.41,  78.67
      110,      00,   199410,   2.86,  54.21,   1.25,   1.25,    1.9,    .18,     49,    275,   1.09,    .37,    .22,   -.07,    .02,   -.22,   1.22,  42.51,  65.91
      110,      00,   199411,    2.9,  42.57,   1.73,   1.73,   1.85,   1.07,     23,    493,   1.11,   1.46,    .89,    .75,    .34,    .11,    1.1,  32.25,  52.86
      110,      00,   199412,   2.19,  36.23,   1.75,   1.75,    .59,   1.18,     10,    724,   -.32,    .58,      1,    .64,    .34,    .22,    .94,  26.76,   45.7
      110,      00,   199501,   3.18,  33.08,   2.69,   2.69,   3.35,   2.69,      6,    840,   1.58,    .89,   1.27,   1.03,    .68,    .63,    .88,  23.99,  42.17
      110,      00,   199502,    1.6,  37.36,   1.93,   1.93,  -1.45,   1.25,      8,    732,   -1.2,    .59,    .26,    .78,     .7,    .38,    .73,  25.93,  48.79
      110,      00,   199503,   2.99,  43.34,   2.03,   2.03,    .89,   1.67,     19,    553,   1.02,    .03,   1.02,   1.34,   1.01,    .67,    .74,  32.27,  54.41
      110,      00,   199504,   2.83,  49.41,   2.36,   2.36,   1.64,   2.36,     30,    378,     .7,   1.07,    .41,   1.14,   1.02,    .72,    .71,  37.31,   61.5
      110,      00,   199505,    4.1,  58.64,   3.46,   3.46,   4.03,   3.46,     97,    186,   2.16,   1.84,   1.84,    1.5,   1.62,   1.49,      1,  47.21,  70.07
      110,      00,   199506,   3.23,  67.55,   3.59,   3.59,   1.45,   3.59,    198,     37,    .62,   2.04,   1.84,      2,   2.02,   1.67,    .92,  55.26,  79.84
      110,      00,   199507,   2.65,  73.54,   3.53,   3.53,    .93,   3.53,    345,      6,   -.42,    .16,   1.49,   1.11,   1.59,   1.44,    .75,  60.64,  86.45
      110,      00,   199508,   2.66,  74.32,   3.22,   3.22,    .14,   3.21,    358,      9,    .14,   -.26,    .17,    1.7,   1.34,   1.51,    .72,   61.5,  87.12
      110,      00,   199509,    2.2,  64.69,   2.65,   2.65,   -.71,    2.3,    152,     80,   -.64,    -.4,   -.52,   1.02,   1.39,   1.56,    .62,  51.82,  77.54
      110,      00,   199510,   2.63,  54.45,   2.81,   2.81,    1.3,   2.81,     61,    238,    .72,    .16,    .16,   1.05,    .98,   1.43,    .78,  41.41,  67.48
      110,      00,   199511,   2.37,  42.04,   2.71,   2.71,    .58,   2.71,     13,    597,    .25,    .65,    .25,    .24,   1.29,   1.18,    .85,  30.61,  53.46
      110,      00,   199512,   2.25,  33.42,   2.57,   2.57,    .41,   2.57,      5,    863,   -.22,    .05,    .39,   -.01,    .89,   1.25,    .96,  23.56,  43.29
      110,      00,   199601,   2.82,   29.7,   3.03,   3.03,   2.17,   3.03,      6,    931,      1,    .53,    .55,    .45,   1.03,      1,   1.05,  18.61,  40.78
      110,      00,   199602,   1.89,  35.69,   2.59,   2.59,   -.38,   2.38,      6,    730,   -.49,    .49,    .25,    .31,    .29,   1.16,    .98,  24.22,  47.16
      110,      00,   199603,   2.24,  39.02,   2.24,   2.24,   -.26,   1.86,      8,    700,   -.51,   -.69,    .11,    .36,    .03,    .78,    .92,  26.94,  51.12
      110,      00,   199604,   2.56,  50.65,   2.15,   2.15,    .43,   1.89,     27,    360,    .12,   -.23,   -.45,    .16,    .16,     .7,    .85,  37.58,  63.72
      110,      00,   199605,   3.32,  60.98,   2.24,   2.24,    .94,   2.24,    124,    172,    .82,    .63,    .22,    .26,    .33,    .32,   1.08,  48.99,  72.95
      110,      00,   199606,   2.87,  69.87,    1.9,    1.9,   -.33,   1.69,    226,     30,   -.22,    .41,    .36,    .26,    .39,    .14,    1.1,  57.07,  82.65
      110,      00,   199607,   3.12,  73.63,   2.15,   2.15,   1.35,   2.15,    306,     10,     .9,    .34,    .67,    .06,    .33,    .33,   1.14,  60.98,  86.29
      110,      00,   199608,   2.66,  72.43,   2.11,   2.11,    .54,   2.11,    288,     11,    .14,    .63,    .32,    .24,     .3,    .34,   1.17,  59.65,  85.21
      110,      00,   199609,   3.44,  63.46,   3.01,   3.01,   3.34,   3.01,    138,     77,   2.25,   1.62,   1.74,   1.27,   1.04,    .94,   1.61,  51.51,  75.42
      110,      00,   199610,   2.49,  53.65,   3.15,   3.15,   1.35,   3.15,     46,    279,    .49,   1.55,    1.4,    1.4,    .78,    .89,   1.53,  41.23,  66.07
      110,      00,   199611,      3,  39.63,   3.91,   3.91,   3.26,   3.91,     15,    626,   1.27,   1.18,   1.81,   1.72,   1.31,    1.2,   1.55,  29.73,  49.51
      110,      00,   199612,   3.29,  33.91,   5.07,   5.07,    4.7,   5.07,      7,    757,   1.67,   1.86,   1.71,   2.32,   1.94,    1.8,   1.79,  24.12,  43.68
      110,      00,   199701,   2.81,  29.95,   5.62,   5.62,   3.21,   5.62,      8,    917,    .99,   1.75,   1.97,   2.33,   2.17,   1.68,   1.56,   20.1,  39.81
      110,      00,   199702,   2.39,  36.05,   5.38,   5.38,   1.02,   5.38,     11,    665,    .64,   1.17,   1.88,    2.5,    2.5,   2.03,   1.75,  26.02,  46.08
      110,      00,   199703,   2.44,  44.67,   4.43,   4.43,  -1.21,   3.92,     32,    541,   -.07,    .38,    .89,   1.76,   2.24,   2.06,   1.61,  32.23,  57.09
      110,      00,   199704,   2.99,  47.91,   4.84,   4.84,    2.6,   4.84,     20,    407,   1.03,    .61,    .81,    1.8,   2.18,   2.18,   1.63,  35.96,  59.86
      110,      00,   199705,   2.78,   59.4,   4.35,   4.35,    .03,   4.31,     87,    199,   -.24,    .49,    .31,   1.38,   2.04,   1.96,   1.34,  46.49,  72.28
      110,      00,   199706,    3.4,  68.31,   4.45,   4.45,   1.64,   4.45,    187,     36,   1.04,     .4,     .8,    1.1,   1.85,   2.29,   1.43,  56.17,  80.42
      110,      00,   199707,   2.71,  73.18,   4.27,   4.27,    .82,   4.27,    314,     10,   -.25,    .53,    .19,    .58,   1.68,   2.09,   1.49,  60.51,  85.84
      110,      00,   199708,   2.68,  71.74,    4.1,    4.1,    .84,    4.1,    270,     18,    .19,   -.12,    .51,    .42,   1.38,    2.1,   1.48,  59.34,  84.15
      110,      00,   199709,   2.54,  66.42,   3.63,   3.63,   -.16,   3.51,    172,     66,    .12,    .19,    .04,    .57,    .92,   1.63,   1.65,  53.89,  78.93
      110,      00,   199710,   2.52,  53.92,   3.66,   3.66,    1.2,   3.66,     47,    277,    .54,    .44,    .44,    .41,     .7,   1.61,   1.66,  41.59,  66.24
      110,      00,   199711,   2.29,  40.87,   3.51,   3.51,     .7,   3.51,     11,    594,    .12,    .44,    .39,    .53,    .51,   1.29,   1.61,  30.88,  50.85
      110,      00,   199712,   2.31,     34,   3.38,   3.38,    .68,   3.38,      6,    802,   -.11,    .03,    .28,    .18,    .52,    .82,   1.57,  24.94,  43.05
      110,      00,   199801,   3.36,  34.99,   4.18,   4.18,   3.46,   4.18,     12,    757,   1.85,   1.25,   1.01,    .96,    .87,   1.04,   1.58,  25.66,  44.31
      110,      00,   199802,   3.32,  38.71,   4.83,   4.83,   3.25,   4.83,      7,    623,    2.5,   3.01,   2.37,   1.77,   1.81,   1.55,   1.92,  29.61,  47.82
      110,      00,   199803,   3.23,  41.34,   5.07,   5.07,    2.2,   5.07,     11,    593,   1.45,   2.42,   3.04,   2.13,   1.84,   1.92,   2.17,  30.83,  51.84
      110,      00,   199804,   2.57,  51.06,   4.65,   4.65,    .32,   4.65,     24,    338,    .14,   1.05,   1.94,   1.88,   1.84,   1.67,   2.14,  38.66,  63.46
      110,      00,   199805,   2.62,  62.47,   -.54,   3.63,  -1.62,   2.97,    139,    127,   -.59,    -.3,    .52,   1.84,    1.6,    1.6,   2.09,  49.78,  75.15
      110,      00,   199806,   3.32,  68.13,   -.04,   3.71,   1.34,   3.49,    230,     47,    .84,    .07,    .11,   2.41,   1.82,   1.58,   2.27,   55.9,  80.35
      110,      00,   199807,   2.86,  75.49,   -.05,   3.31,   -.06,   3.01,    353,      5,    .17,    .64,    .09,   1.55,   1.72,   1.66,   2.33,  62.89,  88.07
      110,      00,   199808,   2.42,  74.03,   -.49,   2.52,  -1.34,   1.68,    339,      7,   -.53,   -.32,    .25,    .43,   1.72,   1.53,    2.2,  61.07,  86.95
      110,      00,   199809,   2.51,  68.99,   -.89,   1.82,  -1.33,    .47,    213,     36,    .05,   -.28,   -.15,   -.04,   1.92,   1.53,   2.02,  56.01,  81.95
      110,      00,   199810,   2.97,  55.13,    .63,   2.26,   1.89,   1.58,     62,    249,   1.26,    .97,    .62,    .47,   1.61,   1.73,   2.23,  43.32,  66.92
      110,      00,   199811,   2.63,  44.91,    .73,    2.2,     .5,   1.64,     22,    486,    .68,   1.29,   1.08,    .97,    .96,   1.96,   2.08,  35.04,  54.73
      110,      00,   199812,   2.08,  35.55,    .52,   1.83,    -.4,   1.12,     12,    718,   -.52,    .16,    .77,    .47,     .4,    1.9,   1.62,  25.11,  45.99
      110,      00,   199901,   3.13,  33.78,    1.2,   2.37,   2.18,    2.3,     12,    841,    1.5,     .7,     .9,    .98,    .84,   1.66,   1.58,  23.13,  44.46
      110,      00,   199902,   1.92,  39.49,    .77,   1.82,   -.91,    1.3,     12,    635,   -.42,    .96,    .44,   1.03,    .97,    .98,   1.46,  28.22,  50.76
      110,      00,   199903,   2.19,   42.8,    .21,   1.16,  -1.42,      0,     13,    636,   -.62,   -.73,    .44,    .83,    .58,    .48,   1.39,  30.83,  54.75
      110,      00,   199904,   2.87,  51.55,    .53,   1.38,   1.01,    .62,     44,    327,    .78,    .13,   -.09,    .62,    .75,    .66,   1.34,  39.67,  63.43
      110,      00,   199905,   2.91,  60.06,    .52,   1.28,    .14,    .56,     98,    152,    .02,     .5,    .07,    .28,    .82,    .77,   1.41,  47.37,  72.73
      110,      00,   199906,   3.31,  68.31,    .93,   1.61,   1.39,   1.31,    217,     35,    .81,    .45,    .72,    .73,    .96,    .76,   1.43,  56.23,  80.37
      110,      00,   199907,   2.58,   74.3,    .87,   1.49,    .12,   1.17,    367,      7,   -.61,    .18,    .09,   -.09,    .43,     .6,   1.44,  61.74,  86.86
      110,      00,   199908,    2.3,  72.91,   -.36,    .97,  -1.09,    .15,    307,     15,   -.88,  -1.01,   -.28,    -.2,    .05,    .56,   1.31,  59.88,  85.93
      110,      00,   199909,   2.52,  64.35,   -.25,    .95,    .23,    .21,    154,     64,    .07,   -.46,   -.67,     .1,    .27,    .57,   1.35,  50.74,  77.94
      110,      00,   199910,   1.57,  54.75,   -.78,   -.78,  -1.66,   -.78,     57,    272,  -1.09,   -.75,  -1.01,   -.59,   -.59,   -.04,   1.09,  40.62,  68.88
      110,      00,   199911,   1.44,  48.11,  -2.07,  -2.07,  -4.12,  -2.07,     19,    415,  -1.33,  -1.68,  -1.26,  -1.06,   -.83,   -.59,    .82,  35.06,  61.16
      110,      00,   199912,   1.73,   36.1,  -3.31,  -3.31,  -4.35,  -3.31,      6,    755,  -1.15,  -1.68,  -1.84,  -1.62,   -.95,   -.74,    .69,  25.11,   47.1
      110,      00,   200001,   2.14,  33.57,  -4.31,  -4.31,  -4.03,  -4.31,      9,    869,   -.22,   -.96,   -1.5,  -1.56,  -1.18,  -1.08,    .34,  22.91,   44.2
      110,      00,   200002,   2.12,  39.78,  -5.14,  -5.14,  -3.82,  -5.14,     11,    629,    .04,   -.18,    -.9,  -1.45,  -1.25,  -1.03,    .02,  28.36,  51.19
      110,      00,   200003,   2.44,  46.04,  -5.16,  -5.16,  -1.63,  -5.16,     28,    490,   -.07,   -.01,    -.2,  -1.63,   -1.5,   -.92,   -.21,  33.98,  58.08
      110,      00,   200004,   2.32,  52.59,  -4.94,  -4.94,   -.95,  -4.94,     30,    338,   -.43,   -.29,   -.21,  -1.45,  -1.57,  -1.19,   -.28,  39.42,  65.77
      110,      00,   200005,   2.66,  63.14,  -5.02,  -5.02,  -1.77,  -5.02,    139,    122,    -.5,   -.61,   -.51,   -.96,  -1.45,  -1.27,   -.31,  50.27,  75.99
      110,      00,   200006,   3.45,  69.03,  -4.05,  -4.05,   1.38,  -3.47,    223,     31,   1.17,     .3,    .03,   -.16,  -1.15,   -1.2,   -.28,  56.44,  81.59
      110,      00,   200007,    2.3,  73.87,  -4.07,  -4.07,  -1.33,  -3.94,    290,     13,  -1.38,   -.04,   -.33,   -.42,  -1.09,  -1.27,   -.45,  60.82,  86.92
      110,      00,   200008,   1.91,  74.05,  -4.75,  -4.75,  -3.28,  -4.75,    306,     13,  -2.14,  -2.08,   -.92,   -.92,  -1.13,  -1.45,   -.59,  60.75,  87.33
      110,      00,   200009,   2.18,  65.57,   -4.7,   -4.7,  -1.34,   -4.7,    159,     73,   -.68,  -1.68,  -2.01,   -1.1,  -1.03,   -1.6,   -.71,  52.05,  79.09
      110,      00,   200010,   2.26,  55.09,  -4.24,  -4.24,   -.06,   -4.2,     50,    247,    .11,   -.32,  -1.05,   -.87,   -.85,  -1.39,   -.94,  43.02,  67.17
      110,      00,   200011,   2.73,  38.03,  -3.38,  -3.38,   1.26,  -2.81,      9,    613,    .84,    .64,    .23,   -.38,   -.57,   -.83,    -.9,  28.15,  47.89
      110,      00,   200012,   1.71,  28.44,   -3.5,   -3.5,  -1.42,  -3.41,      4,    984,  -1.19,   -.15,   -.09,  -1.06,   -.81,   -.84,   -.96,  18.34,  38.53
      110,      00,   200101,   1.85,  31.35,  -3.67,  -3.67,  -1.58,  -3.67,      3,    920,   -.81,  -1.36,   -.52,   -.99,   -.92,   -.91,  -1.28,  21.31,  41.41
      110,      00,   200102,   2.21,  33.98,  -3.03,  -3.03,    .78,  -2.67,     13,    710,    .24,   -.49,  -1.18,   -.51,   -.82,   -.89,  -1.19,  23.49,  44.46
      110,      00,   200103,   2.57,  41.49,  -2.68,  -2.68,    .12,  -2.22,     13,    653,     .2,    .31,   -.28,   -.24,  -1.04,   -.83,  -1.05,  30.72,  52.23
